Reported Date,Name of Entity,Dates of Breach,State Reported,Source(s),Link to PDF,Start Date of Breach,End Date of Breach
2017-05-16 00:00:00,"Nicopure Labs, LLC",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Nicopure%20Labs%20LLC%202017-05-16.PDF,Unspecified,
2017-05-15 00:00:00,Kuru Footwear,12/20/2016 to 03/03/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KuruFootwear.2017-05-15.PDF,2016-12-20 00:00:00,2017-03-03 00:00:00
2017-05-15 00:00:00,TALX Corporation,01/04/2016 to 03/29/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20TALX%20Corporation.2017-05-15.pdf,2016-01-04 00:00:00,2017-03-29 00:00:00
2017-05-12 00:00:00,Brooks Brothers,04/04/2016 to 03/01/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Brooks%20Brothers%202017-05-12.pdf,2016-04-04 00:00:00,2017-03-01 00:00:00
2017-05-12 00:00:00,Indigo Wild,11/16/2016 to 04/17/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Indigo%20Wild%202017-05-12.PDF,2016-11-16 00:00:00,2017-04-17 00:00:00
2017-05-09 00:00:00,Seattle Indian Health Board,08/10/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SeattleIndianHealthBoard.2017-05-10.pdf,2016-08-10 00:00:00,
2017-05-05 00:00:00,"Solera Holdings, Inc.",Early 2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Internet_Safety/Breach%20Solera%20Holdings%20Inc%202017-05-05.pdf,Early 2017,
2017-05-04 00:00:00,Metro Parks Tacoma,05/03/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Metro%20Parks.2017-05-04.pdf,2017-05-03 00:00:00,
2017-04-25 00:00:00,Hill Country Memorial Hospital,02/21/2017 to 02/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Safeguarding_Consumers/Breach%20Hill%20Country%20Memorial%20Hospital.2017-05-03.pdf,2017-02-21 00:00:00,2017-02-22 00:00:00
2017-04-25 00:00:00,Seattle Housing Authority,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Supporting_Law_Enforcement/SeattleHousingAuthority.2017-04-25.pdf,Unspecified,
2017-04-18 00:00:00,Pacific Lutheran University,01/23/2017 to 02/22/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PacificLutheranUniversity.2017-04-18.pdf,2017-01-23 00:00:00,2017-02-22 00:00:00
2017-04-14 00:00:00,"Combat Brands, LLC",07/01/2015 to 02/23/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CombatBrandsLLC.2014-04-14.pdf,2015-07-01 00:00:00,2017-02-23 00:00:00
2017-04-14 00:00:00,Six Continents Hotels,09/29/2016 to 12/29/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SixContinentsHotels%28IHG%29.2017-04-14.pdf,2016-09-29 00:00:00,2016-12-29 00:00:00
2017-04-09 00:00:00,Lake Kennedy McCulluch CPAs PS,01/30/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/LakeKennedyMcCulluchCPAsPS.2017-04-06.pdf,2017-01-30 00:00:00,
2017-04-04 00:00:00,Tempur-Pedic,02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Tempur%20Pedic%202017-04-10.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-03-27 00:00:00,"Easy Breathe, Inc.",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EasyBreatheInc.2017-03-27.pdf,Unspecified,
2017-03-21 00:00:00,"Bulletproof 360, Inc.",10/26/2016 to 01/31/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Bulletproof.pdf,2016-10-26 00:00:00,2017-01-31 00:00:00
2017-03-17 00:00:00,People for People,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PeopleForPeople.2017-03-17.pdf,Unspecified,
2017-03-16 00:00:00,"Northwest Christian Schools, Inc.",02/11/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NorthwestChristianSchoolsInc.2017-03-16.pdf,2017-02-11 00:00:00,
2017-03-10 00:00:00,Bambeco Inc.,02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/BambecoInc.2017-03-13.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-03-08 00:00:00,prAna,12/14/2016 to 02/06/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/prAna.2017-03-08.pdf,2016-12-14 00:00:00,2017-02-06 00:00:00
2017-03-08 00:00:00,Atlantic Cigar,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AtlanticCigar.2017-03-13.pdf,Unspecified,
2017-03-07 00:00:00,Russell Investments,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RussellInvestments.2017-03-07.pdf,Unspecified,
2017-03-06 00:00:00,West Music Company,02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/WestMusicCompany.2017-03-06.PDF,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Aptos, Inc.",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/About_the_Office/AGO_Opinions/Pending_AGO_Opinions/AptosInc.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-24 00:00:00,BENCHMARK,10/23/2016 to 01/01/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Benchmark.2017-02-24.pdf,2016-10-23 00:00:00,2017-01-01 00:00:00
2017-02-24 00:00:00,Roberts Hawaii,07/30/2015 to 12/14/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RobertsHawaii.2017-02-24.pdf,2015-07-30 00:00:00,2016-12-14 00:00:00
2017-02-24 00:00:00,"Pasco Rentals, Inc.",01/12/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20Pasco%20Rentals%20Inc%202017-02-24.pdf,2017-01-12 00:00:00,
2017-02-24 00:00:00,"Affy Tapple, LLC d/b/a Affy Tapple",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20AffyTapple%202017-02-24.PDF,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-24 00:00:00,Mrs Prindables,02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20MrsPrindables%202017-02-24.PDF,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,Alpha Industries,02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AlphaIndustries.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Century, LLC",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CenturyLLC.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Blue Mercury, Inc.",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/BlueMercuryInc.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Movie Mars, Inc.",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MovieMarsInc.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Nutrex Hawaii, Inc.",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NutrexHawaiiInc.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"New England Biolabs, Inc.",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NewEnglandBioLabsInc.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Plow and Hearth, LLC",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PlowAndHearthLLC.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-25 00:00:00,"Vapour Organic Beauty, LLC",02/2016 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/VapourOrganicBeautyLLC.2017-02-25.pdf,2016-02-01 00:00:00,2016-12-01 00:00:00
2017-02-23 00:00:00,Abbott Nutrition,06/2013 to 12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20Abbott%20Nutrition%202017-02-23.pdf,2013-06-01 00:00:00,2016-12-01 00:00:00
2017-02-22 00:00:00,"InterMountain Management, LLC",02/03/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20InterMountain%20Management%202017-02-22.pdf,2017-02-03 00:00:00,
2017-02-22 00:00:00,Intex Recreation Corp.,04/14/2016 to 12/14/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Intex%20Recreation%20Corp%202017-02-22.pdf,2016-04-14 00:00:00,2016-12-14 00:00:00
2017-02-08 00:00:00,The Boeing Company,11/21/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20The%20Boeing%20Company%202017-02-08.pdf,2016-11-21 00:00:00,
2017-02-03 00:00:00,"Conover Capital Management, LLC and Conover Securities Corporation",11/16/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20Conover%20Capital%20Management%20Securities%20Corp%202017-02-03.pdf,2016-11-16 00:00:00,
2017-01-27 00:00:00,Saturna Capital Corporation,01/18/2017,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Breach%20Saturna%20Capital%20Corp%202017-01-27.pdf,2017-01-18 00:00:00,
2017-01-12 00:00:00,"Spiraledge, Inc.",05/02/2016 to 11/22/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/Spiraledge%20Inc%202017-01-12.pdf,2016-05-02 00:00:00,2016-11-22 00:00:00
2016-12-21 00:00:00,Community Health Plan of Washington,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CommunityHealthPlanWA.2016-12-22.pdf,Unspecified,
2016-12-20 00:00:00,Western Union Financial Services,07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/WesternUnionFinancialServices.2016-12-23.pdf,2016-07-01 00:00:00,
2016-11-30 00:00:00,CHI Franciscan Health - Hospice Tacoma,10/18/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CHI-FranciscanHealthcare%28Hospice-Tacoma%29.2016-11-30.pdf,2016-10-18 00:00:00,
2016-11-22 00:00:00,The Madison Square Garden Company,11/09/2015 to 10/24/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MadisonSquareGarden.2016-11-22.pdf,2015-11-09 00:00:00,2016-10-24 00:00:00
2016-11-21 00:00:00,Island Hotel Company Limited,03/08/2016 to 10/22/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/IslandHotelCompanyLimited.2016-11-29.pdf,2016-03-08 00:00:00,2016-10-22 00:00:00
2016-11-18 00:00:00,Springfield Armory,10/03/2015 to 10/09/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SpringfieldArmory.2016-11-18.PDF,2015-10-03 00:00:00,2016-10-09 00:00:00
2016-11-18 00:00:00,Michigan State University,11/13/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MichiganStateUniversity.2016-11-23.pdf,2016-11-13 00:00:00,
2016-11-11 00:00:00,Charles Schwab,03/25/3016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CharlesSchwab.2016-11-11.pdf,3016-03-25 00:00:00,
2016-11-09 00:00:00,UFCW Local 655 Food Employers Pension Plan,07/21/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/UFCWLocal655FoodEmployersPensionPlan.2016-11-09-16%20%282%29.pdf,2016-07-21 00:00:00,
2016-11-09 00:00:00,Eileen Fisher Inc.,09/07/2016 to 10/24/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EileenFisherInc.2016-11-09.pdf,2016-09-07 00:00:00,2016-10-24 00:00:00
2016-11-04 00:00:00,Rebecca Minkoff LLC,Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/RebeccaMinkoff.2016-11-04.pdf,Unspecified,
2016-10-19 00:00:00,Eastwood Company,05/29/2016 to 08/22/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EastwoodCompany.2016-10-19.pdf,2016-05-29 00:00:00,2016-08-22 00:00:00
2016-10-12 00:00:00,Vera Bradley,07/25/2016 to 09/23/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/VeraBradley.2016-10-12.pdf,2016-07-25 00:00:00,2016-09-23 00:00:00
2016-09-30 00:00:00,Vaupell,09/12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Vaupell.2016-09-30.pdf,2016-09-12 00:00:00,
2016-09-23 00:00:00,Group Health Cooperative,08/31/2016 to 09/02/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/GroupHealthCooperative.2016-09-23.pdf,2016-08-31 00:00:00,2016-09-02 00:00:00
2016-09-19 00:00:00,ACTIVEOutdoors,Prior to July 2006,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ActiveOutdoors.2016-09-19.pdf,Prior,July 2006
2016-09-19 00:00:00,"Ascensus, Inc",Unspecified,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Ascensus%28MenziesAviation%29.2016-09-19.pdf,Unspecified,
2016-08-31 00:00:00,Highline Medical Center,04/21/2016 to 06/13/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HighlineMedicalCenter.2016-08-31.pdf,2016-04-21 00:00:00,2016-06-13 00:00:00
2016-08-31 00:00:00,Kimpton Hotels & Restaurants,02/16/2016 to 07/07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KimptonHotels.2016-08-31_0.pdf,2016-02-16 00:00:00,2016-07-07 00:00:00
2016-08-30 00:00:00,"Presnell Gage, PLLC",07/16/2016 to 08/18/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/PresnellGagePLLC.2016-08-31.pdf,2016-07-16 00:00:00,2016-08-18 00:00:00
2016-08-22 00:00:00,KontrolFreek,10/21/2015 to 04/07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KontrolFreek.2016-8-22.PDF,2015-10-21 00:00:00,2016-04-07 00:00:00
2016-08-18 00:00:00,Eddie Bauer,07/15/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EddieBauer.2016-08-18.pdf,2016-07-15 00:00:00,
2016-08-12 00:00:00,"Valley Anesthesiology Consultants, Inc",03/30/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ValleyAnesthesiology.2016-08-12.pdf,2016-03-30 00:00:00,
2016-08-05 00:00:00,The Caroline Kline Galland Home,06/13/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CarolineKlineGalland.2016-08-05.pdf,2016-06-13 00:00:00,
2016-08-03 00:00:00,Banner Health,06/23/2016 to 07/07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/BannerHealth.2016-08-03.pdf,2016-06-23 00:00:00,2016-07-07 00:00:00
2016-07-19 00:00:00,"CiCi Enterprises, LP",03/2016 to 07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CiCiEnterprisesLP.pdf,2016-03-01 00:00:00,2016-07-01 00:00:00
2016-07-19 00:00:00,"San Antonio Shoemakers, Inc.",04/21/2016 to 06/13/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SanAntonioShoemakersInc%28SAS%29.pdf,2016-04-21 00:00:00,2016-06-13 00:00:00
2016-07-16 00:00:00,NLU Products LLC,06/08/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NLUProductsLLC.pdf,2016-06-08 00:00:00,
2016-07-08 00:00:00,Omni Hotels and Resorts,12/23/2015 to 06/14/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/OmniHotelsandResorts.pdf,2015-12-23 00:00:00,2016-06-14 00:00:00
2016-07-06 00:00:00,Wendy's,12/02/2015 to 06/08/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Wendys2016_06.pdf,2015-12-02 00:00:00,2016-06-08 00:00:00
2016-06-28 00:00:00,Noodles and Company,01/31/2016 to 06/02/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/NoodlesAndCompany_2016-06.pdf,2016-01-31 00:00:00,2016-06-02 00:00:00
2016-06-27 00:00:00,Hard Rock Hotel & Casino Las Vegas,10/27/2015 to 3/21/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/HardRockHotelAndCasinoLV.pdf,2015-10-27 00:00:00,2016-03-21 00:00:00
2016-06-16 00:00:00,Uber Technologies,05/13/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/UberTechnologiesInc.pdf,2016-05-13 00:00:00,
2016-06-13 00:00:00,The Tax Shack,05/27/2016 to 06/01/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TheTaxShack.pdf,2016-05-27 00:00:00,2016-06-01 00:00:00
2016-06-10 00:00:00,MEI-GSR,02/19/2014 to 03/13/2014 or 03/20/2015 to 08/06/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/MEI-GSR_GrandSierraResort2016-06.pdf,2014-02-19 00:00:00,2016-08-06 00:00:00
2016-06-08 00:00:00,Mate1.com,10/2015,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Mate1_2016-06.pdf,2015-10-01 00:00:00,
2016-06-06 00:00:00,"Empathia, Inc.",01/30/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/EmpathiaInc_2016-06.pdf,2016-01-30 00:00:00,
2016-05-11 00:00:00,Olympia School District,04/12/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/OlympiaSchoolDistrict2016-05-11.pdf,2016-04-12 00:00:00,
2016-05-10 00:00:00,Ameris Bank,02/02/2016 to 03/10/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AmerisBank2016-05-10.pdf,2016-02-02 00:00:00,2016-03-10 00:00:00
2016-05-10 00:00:00,LendUP Processing Center,2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/LendUpProcessingCenter2016-05.pdf,2016,
2016-05-05 00:00:00,CertifiKid LLC,01/25/2016 to 03/19/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/CertifiKid2016-05-10.pdf,2016-01-25 00:00:00,2016-03-19 00:00:00
2016-05-02 00:00:00,Kline Galland Home Care Services,04/05/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/KlineGallandHomeCareServices2016-05.pdf,2016-04-05 00:00:00,
2016-04-27 00:00:00,AIM Inc,04/04/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AIM2016-04-27.pdf,2016-04-04 00:00:00,
2016-04-18 00:00:00,doTERRA International,03/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/doTERRAInternational%2CLLC2016-04-18.pdf,2016-03-01 00:00:00,
2016-04-11 00:00:00,SchwaabInc (DiscountRubberStamps.com),01/22/2014 to 01/26/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SchwaabInc%28DiscountRubberStamps.com%292016-04-11.pdf,2014-01-22 00:00:00,2016-01-26 00:00:00
2016-03-15 00:00:00,Advance Auto Parts,03/07/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/AdvanceAutoParts2016-03-17.pdf,2016-03-07 00:00:00,
2016-03-14 00:00:00,Bailey's Online,12/01/2011 to 01/26/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/Bailey%27sUPDATE2016-03-14.pdf,2011-12-01 00:00:00,2016-01-26 00:00:00
2016-03-07 00:00:00,Turner Construction Company,03/02/2016,Washington,https://www.atg.wa.gov/data-breach-notifications,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/TurnerConstructionCo2016-03-11.pdf,2016-03-02 00:00:00,
